comid,metric,p10,p25,p50,p75,p90,source,result_type
17609015,Peak_Dur_2,1,1,3,7,14,inferred,predicted
17609015,Peak_Dur_5,1,1,2,3,5,inferred,predicted
17609015,Peak_Fre_2,1,1,2,3,5,inferred,predicted
17609015,Peak_Fre_5,1,1,1,2,3,inferred,predicted
17609015,Peak_10,9720.66315200445,17028.631976562,29785.925773235802,41076.2643216056,53297.471898330994,model,predicted
17609015,Peak_2,1500.60701987617,2920.08069944947,4949.394626333929,8015.532722709971,10189.1865946195,model,predicted
17609015,Peak_5,5120.985,10960.55,18011.76,28397.39,37837.51,model,predicted
17609015,DS_Dur_WS,142.933333333334,179,209.6,238.1,268.75,model,predicted
17609015,DS_Mag_50,-1.01865078871999e-14,0,2.17419650109204,7.99052993877963,16.5474435745339,model,predicted
17609015,DS_Mag_90,2.76067800674311,7.35444559244072,18.854361826229,42.2837151506115,71.3972178352433,model,predicted
17609015,DS_Tim,193.983333333334,216.075,239.225,262.333333333333,284.2425,model,predicted
17609015,FA_Dur,2,3,5,7,13.4,obs,predicted
17609015,FA_Mag,18.799992272288,46.7196645397183,112.52856581433,277.088334886892,586.699906410013,model,predicted
17609015,FA_Tim,11.4825,29.8625,43,52,62.5533333333333,model,predicted
17609015,Peak_Dur_10,1,1,1,2,3.4,obs,predicted
17609015,Peak_Fre_10,1,1,1,2,2,obs,predicted
17609015,SP_Dur,24,32.7875,51.575,77.6666666666667,107,model,predicted
17609015,SP_Mag,124.029522293538,309.24933475418,824.669274296675,2148.74138663209,4828.84656460994,model,predicted
17609015,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted
17609015,SP_Tim,155,160.6375,175.833333333333,185.6875,204.666666666667,model,predicted
17609015,Wet_BFL_Dur,45.41,68,86.75,107,136.216666666666,model,predicted
17609015,Wet_BFL_Mag_10,4.27297815558023,12.7016943824862,27.3562508770196,46.8473898869081,71.2289298983924,model,predicted
17609015,Wet_BFL_Mag_50,30.0997968361117,50.5793048302574,84.6511014060309,139.002774026779,244.568585256641,model,predicted
17609015,Wet_Tim,61.745,80.4,90.5,100.8,113.4,model,predicted
